"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MBD1|4152",2681.94058259804,-0.195128539328383,0.043030247505942,-4.53468317377067,5.76900169192567e-06,2.27090321628722e-05
"BTBD12|84464",569.582226786689,0.368190361221833,0.0811949015455696,4.53464877982752,5.76994180665797e-06,2.27090321628722e-05
"PLEKHJ1|55111",2301.8893893824,0.387248737460392,0.0854025108704388,4.53439522460732,5.77687694300936e-06,2.27315695570812e-05
"C1orf116|79098",18787.8836850014,0.825117364808182,0.181988615074862,4.53389551027007,5.79056828460842e-06,2.27806771113099e-05
"ZWILCH|55055",628.500948056226,0.505186922201426,0.111461307217536,4.53239724898854,5.83180455730918e-06,2.29381059820538e-05
"KLHL12|59349",3003.55245356558,0.248472688280847,0.0548392304458735,4.53092952363893,5.87247283036134e-06,2.30932353774456e-05
"MESP1|55897",2154.59732147867,1.17970723999284,0.260469166921306,4.52916271793989,5.92178821246072e-06,2.32822971639816e-05
"OMA1|115209",1439.90951807076,0.292341010525968,0.0645548038949379,4.5285709643197,5.93839376525007e-06,2.33427037532457e-05
"ATG2B|55102",2924.60263959169,0.350252440111427,0.0773440240589716,4.52850035116318,5.94037825694601e-06,2.33456244768798e-05
"ENOPH1|58478",2913.82461632614,0.380902962302934,0.0841146147994163,4.52838027269402,5.94375436488095e-06,2.33540118745479e-05
"TMEM104|54868",1134.29030905494,0.328283234660459,0.0725019310786154,4.52792401218244,5.95659926849414e-06,2.33995924888307e-05
"KDM4A|9682",3459.40681246593,0.261918654733397,0.0578493996237342,4.52759503878996,5.96587719168389e-06,2.34311446511311e-05
"YIF1A|10897",3633.98689138774,0.383870155591692,0.0847921165057939,4.5271915764181,5.97727478484272e-06,2.34710069594837e-05
"PPA2|27068",3550.79472640107,0.313114240747452,0.0691676576394206,4.52688802011707,5.98586382021231e-06,2.3499826542608e-05
"LTB4R2|56413",87.3108002184505,-0.630859292574601,0.139376285118789,-4.52630296493357,6.00245111455713e-06,2.3560027804059e-05
"ARNTL|406",406.489187386378,-0.703994288596647,0.155541448343315,-4.52608803695059,6.00855572390496e-06,2.35790672763007e-05
"KIAA1522|57648",15549.0501245194,0.410239119598463,0.0906503418878832,4.52551100254921,6.02497466209006e-06,2.36385663510544e-05
"TUSC3|7991",4854.90669357609,0.58477736552649,0.129225535528042,4.52524621497578,6.03252329217993e-06,2.36602169032085e-05
"MKRN1|23608",8058.07091578567,0.219757181810248,0.0485626634999577,4.52522917756434,6.03300930874153e-06,2.36602169032085e-05
"AKT1S1|84335",3395.13962123323,0.349484833075599,0.0772525510848802,4.52392611205301,6.07029235596003e-06,2.38014695066364e-05
"DFFB|1677",278.854134772757,0.353170762017658,0.0780684118543415,4.52386251531025,6.07211760475439e-06,2.38036630305204e-05
"GRAP|10750",165.362334655157,-0.778316238586529,0.172078618790148,-4.52302699811703,6.09614607013566e-06,2.38928776258652e-05
"IGFBP2|3485",13377.182254872,0.598571218922258,0.132397554886649,4.52101414889966,6.1544074067993e-06,2.4116197392136e-05
"SMCR8|140775",2860.52069208387,0.444390186746597,0.0983130463810018,4.52015478214773,6.17944349601311e-06,2.4209257279693e-05
"ENTPD7|57089",1210.80205596724,0.509661560759128,0.112757188611744,4.51999173652724,6.18420452041199e-06,2.42228631548318e-05
"RAD51AP2|729475",3.27426997795167,-1.28642176132766,0.284694920325469,-4.51859752136424,6.22505997978281e-06,2.43778119366547e-05
"VASN|114990",1835.16100707845,0.678116248134486,0.150090402019886,4.51805204735636,6.24111449118695e-06,2.44355940051573e-05
"FN3KRP|79672",2303.06103487887,-0.274516509157216,0.0607622421947288,-4.51787984185071,6.24619110453711e-06,2.4450379625483e-05
"ADH1C|126",323.546115727018,-0.880825051036868,0.194975372099291,-4.51762210556679,6.25379654587527e-06,2.44699633885111e-05
"PPP1R3A|5506",4.62381056257966,-5.20238607129283,1.15157019678857,-4.51764563358874,6.25310189912021e-06,2.44699633885111e-05
"CNNM1|26507",544.331973977282,0.681204670876028,0.150792857561217,4.51748631794103,6.25780701411728e-06,2.44805618682079e-05
"KIF21A|55605",2453.91007474607,0.572337906730867,0.126696541771384,4.51739170405782,6.26060287634053e-06,2.44864053846888e-05
"LSM6|11157",606.140062453331,-0.407452749427973,0.0901991859469319,-4.51725528507204,6.26463619324968e-06,2.44970853845e-05
"UOX|391051",2.95311993533419,1.7015705000285,0.37668857195739,4.5171811058313,6.26683039465236e-06,2.45005708048727e-05
"GCC2|9648",5219.99478358882,0.383773825741463,0.0849625982754587,4.51697374528522,6.27296796388608e-06,2.45194684183907e-05
"ZNF792|126375",398.058728580672,0.488962661353594,0.108251193235194,4.51692629651888,6.27437318646338e-06,2.4519864457906e-05
"CDH17|1015",68.6785567305436,-1.12900889714727,0.249979613146274,-4.51640388965093,6.28986449442841e-06,2.45752964508054e-05
"WDR37|22884",1332.04182031574,0.402776781082036,0.0891856206770343,4.51616278526111,6.29702647367388e-06,2.45981684332026e-05
"TSC22D4|81628",4604.54047209729,0.308033857561991,0.0682203674437145,4.51527702216109,6.32340501811788e-06,2.46960812805206e-05
"MLX|6945",3200.66878816723,0.281257667664134,0.0622955867619167,4.5148891323402,6.33498986317258e-06,2.47361886164785e-05
"DDX19A|55308",2008.23173231394,-0.293560407632899,0.0650356672804242,-4.51383709752849,6.36651260149811e-06,2.4854114484362e-05
"CACNA1C|775",1478.54022535711,-0.655308153453861,0.145204746613059,-4.51299402215908,6.39188243605249e-06,2.49479761747545e-05
"C2orf15|150590",147.426279992672,0.5558801773145,0.123176615846667,4.51287099822967,6.39559255115941e-06,2.49572770127729e-05
"SPAG4|6676",80.1014611682207,-0.945577010982219,0.209548730118859,-4.51244448222557,6.40847124136511e-06,2.50023447497658e-05
"ABCC9|10060",1034.23824185763,-0.750176152932686,0.166260194699223,-4.51206107565199,6.42006941279522e-06,2.50372055801771e-05
"WDR89|112840",829.519315882111,0.337988571461383,0.0749076719341023,4.51206882732543,6.41983472340651e-06,2.50372055801771e-05
"RLTPR|146206",67.2084912338012,1.11279074396493,0.246650298401573,4.51161320775371,6.43364299217364e-06,2.50849381023897e-05
"NOL4|8715",124.028178691222,1.53360641240078,0.340048170067118,4.50996813803784,6.48373632407095e-06,2.52750127641282e-05
"HSP90B1|7184",69736.672907396,0.452919808859547,0.100429573663353,4.50982506784074,6.48811048912529e-06,2.52868223311919e-05
"KCTD4|386618",2.47102090909201,-1.91149430837032,0.423857226509501,-4.50975986445161,6.49010492518579e-06,2.52893541479732e-05
"SERPING1|710",11850.2725128845,-0.629221034174859,0.139546451937988,-4.50904358682277,6.51205301737759e-06,2.53696202593299e-05
"GLYCTK|132158",295.226323758795,0.493909317316851,0.109543766308904,4.50878524592691,6.5199864784033e-06,2.53952663062084e-05
"VSTM2L|128434",3911.31364602642,1.13151358686985,0.251042490762217,4.5072592429845,6.56703788036791e-06,2.55732340733731e-05
"GPC6|10082",1031.97732974852,-0.752413478180831,0.166940929318683,-4.50706415288072,6.57307648034877e-06,2.55914499405711e-05
"DSC2|1824",5057.78702447347,0.933128401329303,0.207056847339746,4.50662904085558,6.58656359125637e-06,2.56386521079644e-05
"ART4|420",31.5231426982346,1.24978467445814,0.27738965734266,4.50552009195597,6.62105736459844e-06,2.57675876948e-05
"PDIK1L|149420",919.074092349432,0.368007630222453,0.081685269060865,4.50518966826497,6.63136854166839e-06,2.58023764589435e-05
"VAX2|25806",38.7824287541916,1.3193168899883,0.292871711794972,4.5047604014139,6.64478715500712e-06,2.58492392325008e-05
"USF1|7391",1607.99960641452,-0.277882777038456,0.061694109453286,-4.50420274319488,6.66225799705577e-06,2.59090136902528e-05
"WNT3A|89780",139.890684369035,-1.09897125438103,0.243989086379151,-4.50418201358917,6.66290828003523e-06,2.59090136902528e-05
"SCUBE3|222663",256.115472757764,-0.986277907105997,0.218994314593876,-4.50366900590569,6.67902057208022e-06,2.59662976758256e-05
"KRT6A|3853",257.511308445173,-1.85866090202229,0.412703980362162,-4.50361758176224,6.68063773001695e-06,2.59672163110725e-05
"TMEM48|55706",528.812437054788,0.554408318363806,0.123112073958026,4.5032814454318,6.69121758880606e-06,2.60029648186605e-05
"SOX8|30812",110.141291309981,0.770681877300881,0.171149160088364,4.50298369505862,6.70060263870129e-06,2.6034056326607e-05
"LOXL1|4016",1095.25559865538,-0.643802420786365,0.142973948764488,-4.50293515951538,6.70213366532476e-06,2.6034625816243e-05
"C12orf23|90488",4400.98027990625,0.359336021003795,0.0798447671421754,4.50043295090264,6.78151937329296e-06,2.6337561300036e-05
"ANLN|54443",211.393190003177,1.01610903695083,0.225790887066632,4.50022164380342,6.78826438747601e-06,2.6358313402124e-05
"C14orf39|317761",19.6471922641127,1.10744855138312,0.24612165065989,4.49959826132273,6.80820043869001e-06,2.64302661539153e-05
"PCDHA5|56143",22.7199030229621,1.67658671532692,0.372630778487862,4.49932429664161,6.81697965621098e-06,2.64588859515062e-05
"MPP3|4356",177.614207519381,-0.664614436109971,0.147737045199344,-4.49863089662579,6.83924812362198e-06,2.6539839241583e-05
"C1orf212|113444",1102.44612246147,-0.314381676217561,0.0698860494191326,-4.4984897390908,6.84378989910774e-06,2.65519845373883e-05
"CHN2|1124",913.193696767492,0.830707423314674,0.184711025495817,4.49733534359856,6.88104126014151e-06,2.66910026602643e-05
"COL27A1|85301",585.707349649733,-0.930378933469025,0.206896272885348,-4.49683757224857,6.89716369311887e-06,2.67480229426893e-05
"FKBP11|51303",3007.45989645842,0.749138844249127,0.16663902994024,4.49557852393755,6.93810474182237e-06,2.69012494164886e-05
"ADCYAP1R1|117",13.4469761418595,-1.73740786208334,0.386474970553721,-4.49552492259478,6.93985286964531e-06,2.69024805635292e-05
"AXIN1|8312",1979.49498354169,0.284872663192392,0.0633791151009054,4.49474030583811,6.9654902434171e-06,2.69962992636972e-05
"FGL2|10875",1433.64812230516,-0.726972975528407,0.161763100302665,-4.49405936315644,6.98781346572732e-06,2.70772372188342e-05
"HOXA11AS|221883",2187.25659686206,0.861464997626273,0.1917437380352,4.4927933837825,7.02949783542974e-06,2.7233149319171e-05
"C11orf80|79703",1163.08702515813,0.533570019198448,0.11877457048196,4.49229171727033,7.04608170356703e-06,2.72917747550109e-05
"LINGO3|645191",13.4474767313638,1.5386287592701,0.342511619513077,4.49219434207065,7.04930502319825e-06,2.72986369360056e-05
"ZDHHC1|29800",667.2432630466,-0.444521693422202,0.0989562557960349,-4.49210299890927,7.05232995187224e-06,2.73047281747905e-05
"TSC22D3|1831",20228.1379782473,-0.70344365874277,0.156599386578428,-4.49199498230774,7.05590864183709e-06,2.7312960479569e-05
"BCDIN3D|144233",754.846911758081,0.289593938451947,0.0644899672133175,4.49052699149371,7.10471706839034e-06,2.74962347131262e-05
"MKX|283078",1036.72519707633,-0.815130336797965,0.181528113780772,-4.49038068991551,7.10959902552205e-06,2.7509467011305e-05
"POPDC3|64208",82.2488342136931,1.40575310549957,0.313089217562883,4.48994416493193,7.12418456186076e-06,2.75602326035366e-05
"C9orf44|158314",2.5345608770252,-1.38916175823317,0.309447811085109,-4.48916330466818,7.15034672621356e-06,2.76557528149827e-05
"CRIP2|1397",4077.94141674251,-0.766115414042865,0.17066700035747,-4.4889487272771,7.15755206663788e-06,2.76779285653147e-05
"SPTBN1|6711",23322.4804794342,-0.495808862069458,0.110482956296013,-4.48765021041847,7.20130362467849e-06,2.78413887051972e-05
"ABHD10|55347",2955.11611243294,0.363382164417784,0.0809806658993833,4.48727063901003,7.21414094082022e-06,2.7885286822636e-05
"RAB32|10981",576.065433650812,-0.501607323749469,0.11178606335607,-4.48720805340205,7.2162597215625e-06,2.78877443616898e-05
"ADAM11|4185",100.008575258408,-0.556519748022292,0.124032868699024,-4.48687314789707,7.22760776968066e-06,2.7920124097955e-05
"TPCN1|53373",2725.52117818607,-0.497609875289384,0.110903032791619,-4.48689150119425,7.22698543877752e-06,2.7920124097955e-05
"ACAD8|27034",4849.11375747685,0.738626447410744,0.164624467343259,4.48673553409671,7.2322756662558e-06,2.793241813595e-05
"DTX1|1840",231.689687443875,0.740179523079209,0.164973969331421,4.48664432382203,7.23537113152865e-06,2.79386353446399e-05
"ZNF737|100129842",1488.63679338519,0.6223127853611,0.138710295769247,4.48642101085529,7.24295520539298e-06,2.79621787389478e-05
"NCRNA00115|79854",99.1699835910714,0.811383232184099,0.180857222658852,4.48631920946058,7.24641506965059e-06,2.79697937981895e-05
"NAT2|10",10.4768224328692,-0.99627411422798,0.22210234523494,-4.48565328373332,7.26908651279047e-06,2.8051543581577e-05
"ARHGDIG|398",57.0884156316117,1.67544305424961,0.373522457066785,4.48552161336323,7.27357725577713e-06,2.8063114545525e-05
"CXCL12|6387",2147.7725521039,-0.764410245160356,0.170505969973386,-4.48318756979402,7.35362375389783e-06,2.83603147440625e-05
"OR52I2|143502",1.97997206960429,2.51214035352139,0.560343530965239,4.48321469723049,7.35268859296427e-06,2.83603147440625e-05
"ST3GAL2|6483",1002.93693838306,-0.477981410031444,0.106621180563929,-4.48298740928732,7.36052738014753e-06,2.83700717999597e-05
"THOP1|7064",3302.91004299345,0.488040514398419,0.10886512723732,4.48298299725052,7.36067962307915e-06,2.83700717999597e-05
"FAM108C1|58489",2515.09678804304,0.612059133766314,0.136527607251317,4.48304299832669,7.35860946771801e-06,2.83700717999597e-05
"MAP3K9|4293",206.424520487268,0.608975085993505,0.135847710132462,4.48277770305961,7.36776689062681e-06,2.83915689299666e-05
"MADCAM1|8174",10.6209770383512,1.70632335805721,0.380848878652125,4.48031608783022,7.45325783593336e-06,2.87151226397719e-05
"CX3CL1|6376",5468.85966268955,-0.655292484749414,0.146340726447807,-4.47785452932768,7.53969486007135e-06,2.9042188005662e-05
"CDK4|1019",5012.92065091436,0.260370656771473,0.058154157287273,4.47724924437096,7.56109565606708e-06,2.91186573443255e-05
"MKI67IP|84365",1745.65459162058,0.336685803581237,0.0752057746593881,4.47686105363729,7.57485130323262e-06,2.91656590412141e-05
"LRP3|4037",4766.90657342684,0.523062903744589,0.116845274971156,4.47654305125911,7.58613763295956e-06,2.92031357600419e-05
"MXD3|83463",283.836749597799,0.634298299898162,0.141736069323524,4.47520735494877,7.63371912866542e-06,2.93802882141943e-05
"SDS|10993",121.13746946051,1.22236269561732,0.273186574005227,4.47446108970907,7.66042743979751e-06,2.94770489063622e-05
"CWC25|54883",810.130303170874,-0.238242992640759,0.0532528789172638,-4.47380493758665,7.68398445853429e-06,2.9555599865563e-05
"SLC2A10|81031",4992.04865877273,0.537495883872316,0.120142019985663,4.47383757936199,7.6828109259287e-06,2.9555599865563e-05
"GALM|130589",1771.08773263933,-0.903634898495288,0.202000054176789,-4.4734388917759,7.6971562298937e-06,2.96002091826485e-05
"SLC9A7|84679",493.441862320047,0.735973351065674,0.164529931069288,4.47318822953701,7.70618849556852e-06,2.96288846164723e-05
"ZNF774|342132",78.1010143377305,-0.577142359258571,0.129111492397303,-4.470108342351,7.81799843773374e-06,3.00526289087455e-05
"BAIAP2L2|80115",86.8832308048237,1.68842879990307,0.377802973880674,4.46907228537685,7.85595807446311e-06,3.01923751461841e-05
"NACC1|112939",3961.77965776597,0.330187971199204,0.0738921525066986,4.46851201376589,7.87655896329694e-06,3.02591810632889e-05
"SLC46A3|283537",574.899789565896,-0.55289195267179,0.123730058896373,-4.46853381953734,7.87575621167159e-06,3.02591810632889e-05
"CAPZA2|830",6303.40946655564,-0.376862219562463,0.0843443466813018,-4.46813846322683,7.89032290325415e-06,3.03005513403367e-05
"C21orf58|54058",178.292350163551,0.54855542931121,0.122770632810977,4.46813229476296,7.89055038094278e-06,3.03005513403367e-05
"VWC2|375567",3.76375444668297,-1.48556494789969,0.332507270362439,-4.4677668138817,7.90403960827186e-06,3.0346154518896e-05
"SLC5A6|8884",1473.31074274844,0.381500810368009,0.0854013555806001,4.46715169536105,7.92679229178618e-06,3.04272972131127e-05
"WWP1|11059",5037.23799472669,0.31139193253338,0.0697085062727403,4.46705788408423,7.93026778500637e-06,3.04344256524581e-05
"CCDC129|223075",8.30790609655016,-1.2589776405203,0.281854344601149,-4.4667668412274,7.94105953007159e-06,3.04696234366448e-05
"EIF3CL|728689",27756.6126926904,0.404263217400138,0.0905120636633866,4.46640150536826,7.95462590142084e-06,3.05154508519419e-05
"OXCT2|64064",57.98107100387,-0.818574286963403,0.183312141653981,-4.46546682384269,7.98943526752723e-06,3.06427351021516e-05
"HNRNPL|3191",13188.7198164329,0.260871479637906,0.0584228577322199,4.46522970227862,7.99828926769871e-06,3.06704383521767e-05
"EXOSC4|54512",1194.59002305351,0.432275912040119,0.0968196760937723,4.46475271846033,8.01612802412902e-06,3.07325764513244e-05
"WFS1|7466",6798.99513189796,-0.451700427057255,0.101179933826545,-4.46432815257238,8.03203838660743e-06,3.07872975662765e-05
"YSK4|80122",8.78222434261606,1.68180332118568,0.376743924076915,4.46404895661257,8.04251754282981e-06,3.08211824725728e-05
"LRTM1|57408",6.43546566567206,-3.56998890423765,0.799834004808107,-4.46341226151563,8.06646374306256e-06,3.09066525444767e-05
"IMPA1|3612",1223.90618179193,0.43944915875424,0.0984577470219395,4.46332738709039,8.06966102691007e-06,3.09126045245557e-05
"GNG2|54331",684.160928011207,-0.749541805716493,0.167977607947529,-4.46215311001826,8.11402145130959e-06,3.10762063934576e-05
"CCDC148|130940",25.2325731540948,-0.684260160030068,0.153356080476773,-4.46190433338381,8.12344931250079e-06,3.11059792957804e-05
"ZFYVE16|9765",3129.45309639701,0.349829524713676,0.0784075691906007,4.46168052810407,8.13193978375033e-06,3.11321513911696e-05
"BRCC3|79184",1569.8484596577,0.24830026673626,0.0556729645306561,4.4599792525784,8.19675874083282e-06,3.13739157584696e-05
"KCNK10|54207",11.8613941523271,-1.84032495063543,0.412641791617028,-4.45986079942052,8.20129017375819e-06,3.1384872144388e-05
"RUNX2|860",629.938619546494,-0.561783188821635,0.125995495772566,-4.45875612756593,8.24366491697765e-06,3.15400888025839e-05
"FBXO40|51725",15.2603972109599,-2.63120629444521,0.590126449779279,-4.45871608606823,8.24520481539497e-06,3.15400888025839e-05
"CTHRC1|115908",171.7969714893,1.15066294358041,0.258093881092264,4.45831159851895,8.26077584590971e-06,3.15932254997625e-05
"PTX3|5806",31.391975525815,-0.98608170845319,0.221201403492337,-4.45784562342233,8.2787487238106e-06,3.16555245529195e-05
"FMO1|2326",22.7597231027228,-0.879601043244467,0.197335945542785,-4.45737871438004,8.29679510979047e-06,3.17180792924598e-05
"SLC2A12|154091",8551.23759933809,0.812362720243336,0.182263529129855,4.45707774957304,8.30844754954675e-06,3.17561699530948e-05
"FLYWCH1|84256",2267.57225601932,-0.294186942284552,0.0660343749174714,-4.4550575764853,8.38706833400484e-06,3.20501564765213e-05
"OR7C1|26664",18.0379222459004,-1.43252367271058,0.321622622218953,-4.45405134386147,8.4264935480615e-06,3.21942728913646e-05
"KLHL25|64410",790.991983524491,-0.29164848315244,0.0654818119587559,-4.45388535271652,8.43301424568343e-06,3.22126412533164e-05
"RBM18|92400",2422.87366916932,0.28251431923048,0.0634374555152575,4.45343081521502,8.45089472086958e-06,3.22743857079513e-05
"KLHL8|57563",1365.1924530711,0.375993149313473,0.0844380267019851,4.45288887008812,8.47226097182739e-06,3.23494147360841e-05
"ARHGEF33|100271715",30.1334692164972,-0.594204057948877,0.133444559523086,-4.45281591151027,8.47514131250132e-06,3.23538433580161e-05
"BAX|581",1739.42604341905,0.316208484087904,0.0710139079239859,4.45276838484058,8.47701812712645e-06,3.23544400001244e-05
"CSNK1D|1453",11024.8008231904,0.192292881385314,0.0431933677570688,4.4519075814329,8.51107983774263e-06,3.24778523434964e-05
"IQSEC1|9922",5897.47847395007,0.344568917782291,0.0774163833689813,4.45085268501901,8.55300013406248e-06,3.26311964944299e-05
"TICAM2|353376",234.095758027697,-0.637250611708379,0.143181858929084,-4.45063792630322,8.56155852519202e-06,3.2657222731488e-05
"BCL2L1|598",7696.74033751032,0.271037836095578,0.0609068641792197,4.4500376065667,8.58552542008131e-06,3.27420007147899e-05
"HSD17B11|51170",3053.46637565571,0.661547008351299,0.148688702268455,4.44920830068775,8.61873974680999e-06,3.2862003434461e-05
"CHRNA4|1137",20.9973573699029,-1.37685128412503,0.309488490035467,-4.44879641232293,8.63528179357877e-06,3.29119303818094e-05
"ZNF658|26149",160.446193157877,-0.389941208227004,0.0876509704921408,-4.44879510218279,8.63533445912511e-06,3.29119303818094e-05
"RAN|5901",7451.42017677458,0.352164513527301,0.0791730828893296,4.44803335521956,8.66600750354053e-06,3.3022142067696e-05
"TMED2|10959",24690.5774430439,0.333437329219137,0.0749665056775459,4.44781741132972,8.67472177831646e-06,3.30486513454702e-05
"SLC25A19|60386",281.458209435597,0.407240911122358,0.0915716837759015,4.44723624520192,8.69821597396104e-06,3.31314465040181e-05
"DECR1|1666",2900.24886763113,0.355539952909723,0.0799806528731326,4.44532446457632,8.77593131202812e-06,3.34206942735295e-05
"TMEM168|64418",2849.79792893079,0.333725534234734,0.0750803437336255,4.44491217859557,8.79277781083634e-06,3.34780697980922e-05
"ZSWIM3|140831",287.162732389653,0.441989363587253,0.0994625838241973,4.44377520262776,8.83939628357516e-06,3.36487544762411e-05
"GPT2|84706",7593.26425170641,0.547311216405595,0.123166033166312,4.44368631785482,8.8430506884044e-06,3.36558527009603e-05
"ACSM3|6296",2978.89500314711,0.86822424749494,0.19539620770033,4.44340377796122,8.85467661260251e-06,3.36932807972461e-05
"WNT4|54361",512.735343635988,-0.54981238344745,0.123739119458254,-4.44331902356021,8.85816692532391e-06,3.36997428749173e-05
"BEGAIN|57596",114.723157695916,-0.744028661790949,0.167508054705093,-4.44174856606657,8.9230790771768e-06,3.39398264656775e-05
"PPFIBP2|8495",3039.08477606194,-0.643001365814601,0.144775619488894,-4.44136497626194,8.93900303139213e-06,3.399351911129e-05
"SMPDL3A|10924",1854.72032625723,0.705936447459786,0.158982327872307,4.44034539503527,8.98146099976784e-06,3.41480740195378e-05
"TRMT2A|27037",1948.71210189941,0.34482357214066,0.0776677154543025,4.43972852972024,9.00724233577136e-06,3.42391736656924e-05
"LOC100190940|100190940",108.99811925372,1.54062214822167,0.347038570095372,4.43933983418121,9.0235238200596e-06,3.42941320606752e-05
"SC4MOL|6307",5212.08427793002,-0.703109425303354,0.158388392426025,-4.43914743077995,9.03159351885043e-06,3.43178654520069e-05
"MIOX|55586",5.14577300432645,1.50425606878573,0.338868212799665,4.43905923296214,9.0352949774509e-06,3.43249943537301e-05
"COQ2|27235",608.500320727933,0.384101670511478,0.0865314922528951,4.43886567203662,9.04342336403454e-06,3.43489348335022e-05
"ZNF260|339324",1434.88602997228,0.307801283310145,0.0693595036260814,4.43776652395767,9.0897135818169e-06,3.45177835028406e-05
"GIPC3|126326",282.415243386361,-0.793103656508956,0.178731984081548,-4.43739077023336,9.10559017427364e-06,3.45710929188806e-05
"SLC17A5|26503",3792.29641957909,0.446535433868076,0.100651105706467,4.43646824079931,9.14468195185105e-06,3.47125038563906e-05
"SOX12|6666",1754.0159466588,0.440727654645488,0.0993503985402647,4.43609347441994,9.16060826976162e-06,3.47659411731316e-05
"S1PR2|9294",463.409150490069,-0.515217790489676,0.116176393468071,-4.43478898861907,9.21625147716211e-06,3.49700583188122e-05
"RFK|55312",1777.4278251144,0.402462158037809,0.0907534329889747,4.43467695692242,9.22104524881611e-06,3.4981189409721e-05
"PLA2G2A|5320",48921.2004851588,1.69900968345809,0.383140880458515,4.4344254818876,9.23181439742838e-06,3.50149797788706e-05
"NHEJ1|79840",802.801242139427,0.277246811393025,0.0625353007048565,4.43344492259704,9.27392068586482e-06,3.51675899370212e-05
"RNF121|55298",1452.82389010258,-0.273211014209891,0.0616259648288983,-4.43337503872677,9.27692856965008e-06,3.51719035790866e-05
"DCXR|51181",12195.5130721405,0.713001171232444,0.160844861135173,4.43285017749645,9.29954901925193e-06,3.52505582154873e-05
"HIST1H2BF|8343",27.8142085363435,1.36168596859067,0.307206913550392,4.4324717593548,9.31589075296465e-06,3.53053860559251e-05
"LOC440461|440461",11.5433688637301,-1.17969427900348,0.26615470933545,-4.43236297395978,9.32059365215681e-06,3.53160918051197e-05
"MYO18B|84700",20.7244398161086,-1.6717190247877,0.377181452079092,-4.43213476053206,9.33046691354942e-06,3.53463799978438e-05
"TMCC1|23023",2270.79417020898,0.308796929581378,0.0696798842103089,4.431651014938,9.3514283829154e-06,3.5418652717165e-05
"BCOR|54880",3973.88723059425,0.448972937196585,0.1013149698475,4.43145704798001,9.35984591104289e-06,3.54433955612488e-05
"CDKN3|1033",63.083744746301,1.16996961923866,0.264165216979246,4.42893138096441,9.4701144836954e-06,3.58537352256678e-05
"FAM65C|140876",69.5599781286255,-0.897629818078678,0.202704253719305,-4.42827321878341,9.49905250867993e-06,3.59560552386727e-05
"SDSL|113675",1030.14109100709,0.414765475609047,0.0936745120714115,4.42773030184407,9.52298700316272e-06,3.60393983889062e-05
"PCDHA10|56139",219.384830155078,1.42833715844618,0.322596662918325,4.4276253372398,9.52762100901624e-06,3.60496806991047e-05
"SNRPA1|6627",860.921159093671,0.350563765802076,0.0791780321396377,4.42753824929401,9.53146742631539e-06,3.60569794713057e-05
"SRP72|6731",6169.56747901141,0.294340965471244,0.0664875299117863,4.42701008537641,9.55482666464523e-06,3.6138076313084e-05
"STX8|9482",816.252716411297,-0.380817460853834,0.0860415778568993,-4.42597021508827,9.60097719719664e-06,3.63039963694423e-05
"PGLS|25796",3028.4108742576,0.493022756713766,0.111394041914863,4.42593471103759,9.60255665735739e-06,3.63039963694423e-05
"LOC678655|678655",889.683511455715,-0.347850295467624,0.078594758730564,-4.42587140778831,9.60537342962385e-06,3.63073461998144e-05
"RAD54L|8438",64.6434855400831,1.00042990871476,0.226078957334064,4.42513500819309,9.638198675937e-06,3.64241009045408e-05
"SLC25A24|29957",1454.71594092917,-0.373303185125219,0.0843833682549219,-4.42389528701285,9.69370182443895e-06,3.66264944361211e-05
"PRKACA|5566",5106.62169541443,-0.301638017850758,0.068207082629556,-4.42238556791828,9.76170530926027e-06,3.68760281921734e-05
"GNL1|2794",3251.35033683276,-0.288989918857533,0.0653538392011709,-4.42192719494213,9.78244218949726e-06,3.69469422320739e-05
"TRIM23|373",1117.2479201081,-0.314344280135507,0.0711042424366548,-4.42089345675188,9.82936326471807e-06,3.71167020467918e-05
"GCN1L1|10985",6981.07460473398,0.372759489626808,0.0843281054178975,4.42034702166681,9.85425256553079e-06,3.72032161202181e-05
"THADA|63892",3066.76734059818,0.274403553925159,0.0620797566774816,4.42017766517268,9.86197871246427e-06,3.7224911619408e-05
"BMP1|649",1049.0353848012,-0.376383133694909,0.0851583950122166,-4.41980069775756,9.87919697516806e-06,3.72824200517831e-05
"HOXD1|3231",94.1793128136826,-1.64727624611616,0.372719979879578,-4.41960811075484,9.8880046057583e-06,3.73081714709641e-05
"PPP3R2|5535",2.87923741983449,2.16514805192056,0.490022242323819,4.41846892837525,9.94025671627341e-06,3.74977989066242e-05
"DYSF|8291",1317.88382505444,-0.781376859784558,0.176846031712309,-4.41840199759581,9.94333489131419e-06,3.75018878121066e-05
"KCTD6|200845",372.94500308292,-0.279059601156791,0.0631678023428403,-4.41775067054269,9.97333727721929e-06,3.76075010022275e-05
"PEX2|5828",3838.64330392203,-0.550611746989872,0.124671405342121,-4.41650389260386,1.00310095356405e-05,3.78173885961748e-05
"OBFC1|79991",1189.17558958269,-0.262122323048864,0.059353593672921,-4.41628394892713,1.00412164751255e-05,3.78482813819875e-05
"MLXIPL|51085",86.2010839618951,-1.01805717904699,0.230529073759828,-4.41617693787133,1.00461861301439e-05,3.78594248852417e-05
"MRRF|92399",1008.88697244134,0.437060843574862,0.0989691995901871,4.4161299210729,1.0048370360055e-05,3.7860069048454e-05
